"","farmer_num","village","treatment","yield","survey","response","SE","df","lower.CL","upper.CL","model"
"62",4,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"63",4,"Gossas","fertilized",NA,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"64",4,"Gossas","fertilized",NA,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"65",5,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"66",5,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"67",5,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"68",5,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"69",5,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"70",5,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"71",5,"Gossas","control",NA,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"72",5,"Gossas","control",NA,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"73",5,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"74",5,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"75",5,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"76",5,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"77",5,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"78",5,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"79",5,"Gossas","fertilized",NA,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"80",5,"Gossas","fertilized",NA,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"81",6,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"82",6,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"83",6,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"84",6,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"85",6,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"86",6,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"87",6,"Gossas","control",NA,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"88",6,"Gossas","control",NA,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"89",6,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"90",6,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"91",6,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"92",6,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"93",6,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"94",6,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"95",6,"Gossas","fertilized",NA,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"96",6,"Gossas","fertilized",NA,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"97",7,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"98",7,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"99",7,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"100",7,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"101",7,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"102",7,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"103",7,"Gossas","control",NA,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"104",7,"Gossas","control",NA,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"105",7,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"106",7,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"107",7,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"108",7,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"109",7,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"110",7,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"111",7,"Gossas","fertilized",700,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"112",7,"Gossas","fertilized",700,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"113",8,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"114",8,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"115",8,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"116",8,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"117",8,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"118",8,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"119",8,"Gossas","control",150,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"120",8,"Gossas","control",150,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"121",8,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"122",8,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"123",8,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"124",8,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"125",8,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"126",8,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"127",8,"Gossas","fertilized",200,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"128",8,"Gossas","fertilized",200,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"129",9,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"130",9,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"131",9,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"132",9,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"133",9,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"134",9,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"135",9,"Gossas","control",302,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"136",9,"Gossas","control",302,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"137",9,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"138",9,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"139",9,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"140",9,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"141",9,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"142",9,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"143",9,"Gossas","fertilized",436,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"144",9,"Gossas","fertilized",436,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"145",10,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"146",10,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"147",10,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"148",10,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"149",10,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"150",10,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"151",10,"Gossas","control",50,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"152",10,"Gossas","control",50,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"153",10,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"154",10,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"155",10,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"156",10,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"157",10,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"158",10,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"159",10,"Gossas","fertilized",100,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"160",10,"Gossas","fertilized",100,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"161",11,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"162",11,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"163",11,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"164",11,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"165",11,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"166",11,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"167",11,"Gossas","control",1400,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"168",11,"Gossas","control",1400,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"169",11,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"170",11,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"171",11,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"172",11,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"173",11,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"174",11,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"175",11,"Gossas","fertilized",2216,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"176",11,"Gossas","fertilized",2216,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"177",12,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"178",12,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"179",12,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"180",12,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"181",12,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"182",12,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"183",12,"Gossas","control",190,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"184",12,"Gossas","control",190,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"185",12,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"186",12,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"187",12,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"188",12,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"189",12,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"190",12,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"191",12,"Gossas","fertilized",390,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"192",12,"Gossas","fertilized",390,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"193",13,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"194",13,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"195",13,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"196",13,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"197",13,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"198",13,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"199",13,"Gossas","control",160,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"200",13,"Gossas","control",160,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"201",13,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"202",13,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"203",13,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"204",13,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"205",13,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"206",13,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"207",13,"Gossas","fertilized",1126,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"208",13,"Gossas","fertilized",1126,"s4",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"209",14,"Gossas","control",NA,"s1",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"210",14,"Gossas","control",NA,"s1",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"211",14,"Gossas","control",NA,"s2",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"212",14,"Gossas","control",NA,"s2",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"213",14,"Gossas","control",NA,"s3",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"214",14,"Gossas","control",NA,"s3",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"215",14,"Gossas","control",NA,"s4",284.925373134328,22.1891213089035,145,244.277931123326,332.336481983508,"ANOVA"
"216",14,"Gossas","control",NA,"s4",325.096233999814,36.9627286153654,144.255355102856,259.66500688176,407.015033061375,"GLMM"
"217",14,"Gossas","fertilized",NA,"s1",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"218",14,"Gossas","fertilized",NA,"s1",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"219",14,"Gossas","fertilized",NA,"s2",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"220",14,"Gossas","fertilized",NA,"s2",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"221",14,"Gossas","fertilized",NA,"s3",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
"222",14,"Gossas","fertilized",NA,"s3",734.964808667971,79.0013504230741,144.255355102856,594.287849478976,908.942140503003,"GLMM"
"223",14,"Gossas","fertilized",485,"s4",640.387499999999,45.4546883537672,145,556.56524900606,736.833912804685,"ANOVA"
